"country","budget_name","office_name","amount","agency_name","agency","year","budget_code","program","office"
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2008,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2009,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2009,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2009,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2010,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2010,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2010,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2011,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2011,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2011,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,26042,Dept. of State,DOS,2012,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2012,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,75433,Dept. of State,DOS,2012,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,20501,Dept. of State,DOS,2013,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2013,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,75433,Dept. of State,DOS,2013,HTXS,Treatment,DOS
Uganda,Adult Treatment,USAID,6077000,USAID,USAID,2005,HTXS,Treatment,USAID
Uganda,Adult Treatment,USAID,1.225066E7,USAID,USAID,2006,HTXS,Treatment,USAID
Uganda,Adult Treatment,USAID,1.6021111E7,USAID,USAID,2007,HTXS,Treatment,USAID
Uganda,Adult Treatment,USAID,2.1674364E7,USAID,USAID,2008,HTXS,Treatment,USAID
Uganda,Adult Treatment,USAID,1.7335296E7,USAID,USAID,2009,HTXS,Treatment,USAID
Uganda,Adult Treatment,USAID,1.1973565E7,USAID,USAID,2010,HTXS,Treatment,USAID
Uganda,Adult Treatment,USAID,1.7431194E7,USAID,USAID,2011,HTXS,Treatment,USAID
Uganda,Adult Treatment,USAID,1.6246038E7,USAID,USAID,2012,HTXS,Treatment,USAID
Uganda,Adult Treatment,USAID,1.7535736E7,USAID,USAID,2013,HTXS,Treatment,USAID
Uganda,Adult Treatment,HHS/ALL,1.4457042E7,HHS/ALL,HHS/ALL,2005,HTXS,Treatment,HHS/ALL
Uganda,Adult Treatment,Peace Corps,0,Peace Corps,Peace,2005,HTXS,Treatment,Peace
Uganda,Adult Treatment,Peace Corps,0,Peace Corps,Peace,2006,HTXS,Treatment,Peace
Uganda,Adult Treatment,Peace Corps,0,Peace Corps,Peace,2007,HTXS,Treatment,Peace
Uganda,Adult Treatment,Peace Corps,0,Peace Corps,Peace,2008,HTXS,Treatment,Peace
Uganda,Adult Treatment,Peace Corps,0,Peace Corps,Peace,2009,HTXS,Treatment,Peace
Uganda,Adult Treatment,Peace Corps,0,Peace Corps,Peace,2010,HTXS,Treatment,Peace
Uganda,Adult Treatment,Peace Corps,0,Peace Corps,Peace,2011,HTXS,Treatment,Peace
Uganda,Adult Treatment,Peace Corps,4926,Peace Corps,Peace,2012,HTXS,Treatment,Peace
Uganda,Adult Treatment,Peace Corps,0,Peace Corps,Peace,2013,HTXS,Treatment,Peace
Uganda,Adult Treatment,HHS/CDC,9347326,HHS/ALL,HHS/ALL,2006,HTXS,Treatment,HHS/CDC
Uganda,Adult Treatment,HHS/CDC,1.3867957E7,HHS/ALL,HHS/ALL,2007,HTXS,Treatment,HHS/CDC
Uganda,Adult Treatment,HHS/CDC,1.6069457E7,HHS/ALL,HHS/ALL,2008,HTXS,Treatment,HHS/CDC
Uganda,Adult Treatment,HHS/CDC,1.1926626E7,HHS/ALL,HHS/ALL,2009,HTXS,Treatment,HHS/CDC
Uganda,Adult Treatment,HHS/CDC,9300000,HHS/ALL,HHS/ALL,2010,HTXS,Treatment,HHS/CDC
Uganda,Adult Treatment,HHS/CDC,1.2666816E7,HHS/ALL,HHS/ALL,2011,HTXS,Treatment,HHS/CDC
Uganda,Adult Treatment,HHS/CDC,3.1294048E7,HHS/ALL,HHS/ALL,2012,HTXS,Treatment,HHS/CDC
Uganda,Adult Treatment,HHS/CDC,2.6491152E7,HHS/ALL,HHS/ALL,2013,HTXS,Treatment,HHS/CDC
Uganda,Adult Treatment,HHS/HRSA,6456556,HHS/ALL,HHS/ALL,2006,HTXS,Treatment,HHS/HRSA
Uganda,Adult Treatment,HHS/HRSA,7618926,HHS/ALL,HHS/ALL,2007,HTXS,Treatment,HHS/HRSA
Uganda,Adult Treatment,HHS/HRSA,8355926,HHS/ALL,HHS/ALL,2008,HTXS,Treatment,HHS/HRSA
Uganda,Adult Treatment,HHS/HRSA,6539533,HHS/ALL,HHS/ALL,2009,HTXS,Treatment,HHS/HRSA
Uganda,Adult Treatment,HHS/HRSA,6255941,HHS/ALL,HHS/ALL,2010,HTXS,Treatment,HHS/HRSA
Uganda,Adult Treatment,HHS/HRSA,7211434,HHS/ALL,HHS/ALL,2011,HTXS,Treatment,HHS/HRSA
Uganda,Adult Treatment,HHS/NIH,0,HHS/ALL,HHS/ALL,2011,HTXS,Treatment,HHS/NIH
Uganda,Adult Treatment,HHS/NIH,0,HHS/ALL,HHS/ALL,2012,HTXS,Treatment,HHS/NIH
Uganda,Adult Treatment,HHS/NIH,0,HHS/ALL,HHS/ALL,2013,HTXS,Treatment,HHS/NIH
Uganda,Pediatric Treatment,USAID,0,USAID,USAID,2005,PDTX,Treatment,USAID
Uganda,Pediatric Treatment,USAID,0,USAID,USAID,2006,PDTX,Treatment,USAID
Uganda,Pediatric Treatment,USAID,0,USAID,USAID,2007,PDTX,Treatment,USAID
Uganda,Pediatric Treatment,USAID,0,USAID,USAID,2008,PDTX,Treatment,USAID
Uganda,Pediatric Treatment,USAID,5659471,USAID,USAID,2009,PDTX,Treatment,USAID
Uganda,Pediatric Treatment,USAID,4429121,USAID,USAID,2010,PDTX,Treatment,USAID
Uganda,Pediatric Treatment,USAID,5550048,USAID,USAID,2011,PDTX,Treatment,USAID
Uganda,Pediatric Treatment,USAID,2653524,USAID,USAID,2012,PDTX,Treatment,USAID
Uganda,Pediatric Treatment,USAID,3383917,USAID,USAID,2013,PDTX,Treatment,USAID
Uganda,Pediatric Treatment,HHS/ALL,0,HHS/ALL,HHS/ALL,2005,PDTX,Treatment,HHS/ALL
Uganda,Pediatric Treatment,HHS/CDC,0,HHS/ALL,HHS/ALL,2006,PDTX,Treatment,HHS/CDC
Uganda,Pediatric Treatment,HHS/CDC,0,HHS/ALL,HHS/ALL,2007,PDTX,Treatment,HHS/CDC
Uganda,Pediatric Treatment,HHS/CDC,0,HHS/ALL,HHS/ALL,2008,PDTX,Treatment,HHS/CDC
Uganda,Pediatric Treatment,HHS/CDC,3452232,HHS/ALL,HHS/ALL,2009,PDTX,Treatment,HHS/CDC
Uganda,Pediatric Treatment,HHS/CDC,3690000,HHS/ALL,HHS/ALL,2010,PDTX,Treatment,HHS/CDC
Uganda,Pediatric Treatment,HHS/CDC,5358357,HHS/ALL,HHS/ALL,2011,PDTX,Treatment,HHS/CDC
Uganda,Pediatric Treatment,HHS/CDC,3638954,HHS/ALL,HHS/ALL,2012,PDTX,Treatment,HHS/CDC
Uganda,Pediatric Treatment,HHS/CDC,2624363,HHS/ALL,HHS/ALL,2013,PDTX,Treatment,HHS/CDC
Uganda,Pediatric Treatment,HHS/HRSA,0,HHS/ALL,HHS/ALL,2006,PDTX,Treatment,HHS/HRSA
Uganda,Pediatric Treatment,HHS/HRSA,0,HHS/ALL,HHS/ALL,2007,PDTX,Treatment,HHS/HRSA
Uganda,Pediatric Treatment,HHS/HRSA,0,HHS/ALL,HHS/ALL,2008,PDTX,Treatment,HHS/HRSA
Uganda,Pediatric Treatment,HHS/HRSA,1634883,HHS/ALL,HHS/ALL,2009,PDTX,Treatment,HHS/HRSA
Uganda,Pediatric Treatment,HHS/HRSA,1563985,HHS/ALL,HHS/ALL,2010,PDTX,Treatment,HHS/HRSA
Uganda,Pediatric Treatment,HHS/HRSA,973682,HHS/ALL,HHS/ALL,2011,PDTX,Treatment,HHS/HRSA
Uganda,Pediatric Treatment,HHS/NIH,0,HHS/ALL,HHS/ALL,2011,PDTX,Treatment,HHS/NIH
Uganda,Pediatric Treatment,HHS/NIH,0,HHS/ALL,HHS/ALL,2012,PDTX,Treatment,HHS/NIH
Uganda,Pediatric Treatment,HHS/NIH,0,HHS/ALL,HHS/ALL,2013,PDTX,Treatment,HHS/NIH
Uganda,Blood Safety,USAID,108224,USAID,USAID,2004,HMBL,Prevention,USAID
Uganda,Adult Treatment,HHS/ALL,210000,HHS/ALL,HHS/ALL,2004,HTXS,Treatment,HHS/ALL
Uganda,Orphans and Vulnerable Children,USAID,279961,USAID,USAID,2004,HKID,Care,USAID
Uganda,Orphans and Vulnerable Children,USAID,281250,USAID,USAID,2004,HKID,Care,USAID
Uganda,Blood Safety,HHS/ALL,329425,HHS/ALL,HHS/ALL,2004,HMBL,Prevention,HHS/ALL
Uganda,Orphans and Vulnerable Children,USAID,333333,USAID,USAID,2004,HKID,Care,USAID
Uganda,Injection Safety,USAID,338369,USAID,USAID,2004,HMIN,Prevention,USAID
Uganda,Adult Care and Support,HHS/ALL,340000,HHS/ALL,HHS/ALL,2004,HBHC,Care,HHS/ALL
Uganda,Adult Treatment,USAID,366513,USAID,USAID,2004,HTXS,Treatment,USAID
Uganda,Orphans and Vulnerable Children,USAID,375000,USAID,USAID,2004,HKID,Care,USAID
Uganda,Orphans and Vulnerable Children,USAID,375000,USAID,USAID,2004,HKID,Care,USAID
Uganda,Adult Care and Support,HHS/ALL,400000,HHS/ALL,HHS/ALL,2004,HBHC,Care,HHS/ALL
Uganda,Adult Care and Support,HHS/ALL,455000,HHS/ALL,HHS/ALL,2004,HBHC,Care,HHS/ALL
Uganda,Orphans and Vulnerable Children,USAID,562500,USAID,USAID,2004,HKID,Care,USAID
Uganda,Adult Care and Support,USAID,882174,USAID,USAID,2004,HBHC,Care,USAID
Uganda,Adult Treatment,HHS/ALL,981000,HHS/ALL,HHS/ALL,2004,HTXS,Treatment,HHS/ALL
Uganda,Adult Treatment,USAID,1200000,USAID,USAID,2004,HTXS,Treatment,USAID
Uganda,Injection Safety,USAID,1264142,USAID,USAID,2004,HMIN,Prevention,USAID
Uganda,Orphans and Vulnerable Children,USAID,1492450,USAID,USAID,2004,HKID,Care,USAID
Uganda,Adult Care and Support,USAID,1641749,USAID,USAID,2004,HBHC,Care,USAID
Uganda,Adult Treatment,HHS/ALL,1917884,HHS/ALL,HHS/ALL,2004,HTXS,Treatment,HHS/ALL
Uganda,Blood Safety,HHS/ALL,1921650,HHS/ALL,HHS/ALL,2004,HMBL,Prevention,HHS/ALL
Uganda,Adult Treatment,HHS/ALL,1957915,HHS/ALL,HHS/ALL,2004,HTXS,Treatment,HHS/ALL
Uganda,Orphans and Vulnerable Children,USAID,1966164,USAID,USAID,2004,HKID,Care,USAID
Uganda,Adult Care and Support,USAID,2275966,USAID,USAID,2004,HBHC,Care,USAID
Uganda,HIV Testing and Counseling,USAID,2772997,USAID,USAID,2004,HVCT,Prevention,USAID
Uganda,Adult Care and Support,HHS/ALL,3375000,HHS/ALL,HHS/ALL,2004,HBHC,Care,HHS/ALL
Uganda,HIV Testing and Counseling,USAID,4207044,USAID,USAID,2004,HVCT,Prevention,USAID
Uganda,Adult Care and Support,USAID,4804713,USAID,USAID,2004,HBHC,Care,USAID
Uganda,Adult Treatment,USAID,6255054,USAID,USAID,2004,HTXS,Treatment,USAID
Uganda,Adult Treatment,HHS/ALL,8198690,HHS/ALL,HHS/ALL,2004,HTXS,Treatment,HHS/ALL
Uganda,Adult Care and Support,USAID,6765166,USAID,USAID,2014,HBHC,Care,USAID
Uganda,Adult Care and Support,Dept. of Defense,759255,Dept. of Defense,Defense,2014,HBHC,Care,Defense
Uganda,Adult Care and Support,HHS/CDC,1.194697E7,HHS/ALL,HHS/ALL,2014,HBHC,Care,HHS/CDC
Uganda,Adult Care and Support,Dept. of State,5659,Dept. of State,DOS,2014,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,225000,Dept. of State,DOS,2014,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,29669,Dept. of State,DOS,2014,HBHC,Care,DOS
Uganda,Adult Care and Support,Peace Corps,445000,Peace Corps,Peace,2014,HBHC,Care,Peace
Uganda,Orphans and Vulnerable Children,USAID,1.4332519E7,USAID,USAID,2014,HKID,Care,USAID
Uganda,Orphans and Vulnerable Children,Dept. of Defense,994223,Dept. of Defense,Defense,2014,HKID,Care,Defense
Uganda,Orphans and Vulnerable Children,HHS/CDC,3657065,HHS/ALL,HHS/ALL,2014,HKID,Care,HHS/CDC
Uganda,Orphans and Vulnerable Children,Dept. of State,56592,Dept. of State,DOS,2014,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,203400,Dept. of State,DOS,2014,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,46972,Dept. of State,DOS,2014,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Peace Corps,243904,Peace Corps,Peace,2014,HKID,Care,Peace
Uganda,TB/HIV,USAID,3086768,USAID,USAID,2014,HVTB,Care,USAID
Uganda,TB/HIV,Dept. of Defense,312615,Dept. of Defense,Defense,2014,HVTB,Care,Defense
Uganda,TB/HIV,HHS/CDC,2707169,HHS/ALL,HHS/ALL,2014,HVTB,Care,HHS/CDC
Uganda,TB/HIV,Dept. of State,13634,Dept. of State,DOS,2014,HVTB,Care,DOS
Uganda,Pediatric Care and Support,USAID,687372,USAID,USAID,2014,PDCS,Care,USAID
Uganda,Pediatric Care and Support,Dept. of Defense,24752,Dept. of Defense,Defense,2014,PDCS,Care,Defense
Uganda,Pediatric Care and Support,HHS/CDC,1776943,HHS/ALL,HHS/ALL,2014,PDCS,Care,HHS/CDC
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2014,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,3216,Dept. of State,DOS,2014,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Peace Corps,0,Peace Corps,Peace,2014,PDCS,Care,Peace
Uganda,Laboratory Infrastructure,USAID,4595000,USAID,USAID,2014,HLAB,Governance and Systems,USAID
Uganda,Laboratory Infrastructure,Dept. of Defense,637904,Dept. of Defense,Defense,2014,HLAB,Governance and Systems,Defense
Uganda,Laboratory Infrastructure,HHS/CDC,7776890,HHS/ALL,HHS/ALL,2014,HLAB,Governance and Systems,HHS/CDC
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2014,HLAB,Governance and Systems,DOS
Uganda,Strategic Information,USAID,6110483,USAID,USAID,2014,HVSI,Governance and Systems,USAID
Uganda,Strategic Information,Dept. of Defense,1321192,Dept. of Defense,Defense,2014,HVSI,Governance and Systems,Defense
Uganda,Strategic Information,HHS/CDC,1.4223625E7,HHS/ALL,HHS/ALL,2014,HVSI,Governance and Systems,HHS/CDC
Uganda,Strategic Information,HHS/NIH,0,HHS/ALL,HHS/ALL,2014,HVSI,Governance and Systems,HHS/NIH
Uganda,Strategic Information,Peace Corps,1151,Peace Corps,Peace,2014,HVSI,Governance and Systems,Peace
Uganda,Health Systems Strenthening,USAID,5621690,USAID,USAID,2014,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,HHS/CDC,3843799,HHS/ALL,HHS/ALL,2014,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,Dept. of State,22637,Dept. of State,DOS,2014,OHSS,Governance and Systems,DOS
Uganda,Management and Operations,USAID,5372381,USAID,USAID,2014,HVMS,Management and Operations,USAID
Uganda,Management and Operations,Dept. of Defense,264925,Dept. of Defense,Defense,2014,HVMS,Management and Operations,Defense
Uganda,Management and Operations,HHS/CDC,9550365,HHS/ALL,HHS/ALL,2014,HVMS,Management and Operations,HHS/CDC
Uganda,Management and Operations,HHS/HRSA,0,HHS/ALL,HHS/ALL,2014,HVMS,Management and Operations,HHS/HRSA
Uganda,Management and Operations,HHS/NIH,0,HHS/ALL,HHS/ALL,2014,HVMS,Management and Operations,HHS/NIH
Uganda,Management and Operations,HHS/OGA,0,HHS/ALL,HHS/ALL,2014,HVMS,Management and Operations,HHS/OGA
Uganda,Management and Operations,HHS/SAMHSA,0,HHS/ALL,HHS/ALL,2014,HVMS,Management and Operations,HHS/SAMHSA
Uganda,Management and Operations,Labor,0,Labor,Labor,2014,HVMS,Management and Operations,Labor
Uganda,Management and Operations,Dept. of State,309453,Dept. of State,DOS,2014,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2014,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2014,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Peace Corps,342550,Peace Corps,Peace,2014,HVMS,Management and Operations,Peace
Uganda,Voluntary Medical Male Circumcision,USAID,1.0263046E7,USAID,USAID,2014,CIRC,Prevention,USAID
Uganda,Voluntary Medical Male Circumcision,Dept. of Defense,1080340,Dept. of Defense,Defense,2014,CIRC,Prevention,Defense
Uganda,Voluntary Medical Male Circumcision,HHS/CDC,8064111,HHS/ALL,HHS/ALL,2014,CIRC,Prevention,HHS/CDC
Uganda,Blood Safety,USAID,0,USAID,USAID,2014,HMBL,Prevention,USAID
Uganda,Blood Safety,HHS/CDC,1676297,HHS/ALL,HHS/ALL,2014,HMBL,Prevention,HHS/CDC
Uganda,Injection Safety,USAID,0,USAID,USAID,2014,HMIN,Prevention,USAID
Uganda,Injection Safety,Dept. of Defense,80000,Dept. of Defense,Defense,2014,HMIN,Prevention,Defense
Uganda,Injection Safety,HHS/CDC,160000,HHS/ALL,HHS/ALL,2014,HMIN,Prevention,HHS/CDC
Uganda,Sexual Prevention: Abstinence/Be Faithful,USAID,1702807,USAID,USAID,2014,HVAB,Prevention,USAID
Uganda,Sexual Prevention: Abstinence/Be Faithful,Dept. of Defense,98539,Dept. of Defense,Defense,2014,HVAB,Prevention,Defense
Uganda,Sexual Prevention: Abstinence/Be Faithful,HHS/CDC,164000,HHS/ALL,HHS/ALL,2014,HVAB,Prevention,HHS/CDC
Uganda,Sexual Prevention: Abstinence/Be Faithful,Dept. of State,23959,Dept. of State,DOS,2014,HVAB,Prevention,DOS
Uganda,Sexual Prevention: Abstinence/Be Faithful,Peace Corps,0,Peace Corps,Peace,2014,HVAB,Prevention,Peace
Uganda,HIV Testing and Counseling,USAID,6115546,USAID,USAID,2014,HVCT,Prevention,USAID
Uganda,HIV Testing and Counseling,Dept. of Defense,249623,Dept. of Defense,Defense,2014,HVCT,Prevention,Defense
Uganda,HIV Testing and Counseling,HHS/CDC,5144395,HHS/ALL,HHS/ALL,2014,HVCT,Prevention,HHS/CDC
Uganda,HIV Testing and Counseling,Dept. of State,22902,Dept. of State,DOS,2014,HVCT,Prevention,DOS
Uganda,Sexual Prevention: Other Sexual Prevention,USAID,6402858,USAID,USAID,2014,HVOP,Prevention,USAID
Uganda,Sexual Prevention: Other Sexual Prevention,Dept. of Defense,300156,Dept. of Defense,Defense,2014,HVOP,Prevention,Defense
Uganda,Sexual Prevention: Other Sexual Prevention,HHS/CDC,2056500,HHS/ALL,HHS/ALL,2014,HVOP,Prevention,HHS/CDC
Uganda,Sexual Prevention: Other Sexual Prevention,Dept. of State,18821,Dept. of State,DOS,2014,HVOP,Prevention,DOS
Uganda,Sexual Prevention: Other Sexual Prevention,Peace Corps,936550,Peace Corps,Peace,2014,HVOP,Prevention,Peace
Uganda,Injecting and Non-Injecting Drug Use,HHS/CDC,0,HHS/ALL,HHS/ALL,2014,IDUP,Prevention,HHS/CDC
Uganda,Prevention of Mother to Child Transmission,USAID,6479710,USAID,USAID,2014,MTCT,Prevention,USAID
Uganda,Prevention of Mother to Child Transmission,Dept. of Defense,311191,Dept. of Defense,Defense,2014,MTCT,Prevention,Defense
Uganda,Prevention of Mother to Child Transmission,HHS/CDC,8002525,HHS/ALL,HHS/ALL,2014,MTCT,Prevention,HHS/CDC
Uganda,Prevention of Mother to Child Transmission,Dept. of State,46918,Dept. of State,DOS,2014,MTCT,Prevention,DOS
Uganda,Antiretroviral Drugs,USAID,1.1355455E7,USAID,USAID,2014,HTXD,Treatment,USAID
Uganda,Antiretroviral Drugs,Dept. of Defense,7574,Dept. of Defense,Defense,2014,HTXD,Treatment,Defense
Uganda,Antiretroviral Drugs,HHS/CDC,2.9325768E7,HHS/ALL,HHS/ALL,2014,HTXD,Treatment,HHS/CDC
Uganda,Adult Treatment,USAID,4.1680492E7,USAID,USAID,2014,HTXS,Treatment,USAID
Uganda,Adult Treatment,Dept. of Defense,4002440,Dept. of Defense,Defense,2014,HTXS,Treatment,Defense
Uganda,Adult Treatment,HHS/CDC,5.1530992E7,HHS/ALL,HHS/ALL,2014,HTXS,Treatment,HHS/CDC
Uganda,Adult Treatment,Dept. of State,5659,Dept. of State,DOS,2014,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,0,Dept. of State,DOS,2014,HTXS,Treatment,DOS
Uganda,Adult Treatment,Dept. of State,293055,Dept. of State,DOS,2014,HTXS,Treatment,DOS
Uganda,Adult Treatment,Peace Corps,0,Peace Corps,Peace,2014,HTXS,Treatment,Peace
Uganda,Pediatric Treatment,USAID,5074301,USAID,USAID,2014,PDTX,Treatment,USAID
Uganda,Pediatric Treatment,Dept. of Defense,285636,Dept. of Defense,Defense,2014,PDTX,Treatment,Defense
Uganda,Pediatric Treatment,HHS/CDC,5379909,HHS/ALL,HHS/ALL,2014,PDTX,Treatment,HHS/CDC
Uganda,Pediatric Treatment,Dept. of State,0,Dept. of State,DOS,2014,PDTX,Treatment,DOS
Uganda,Pediatric Treatment,Dept. of State,19066,Dept. of State,DOS,2014,PDTX,Treatment,DOS
Uganda,Pediatric Treatment,Peace Corps,0,Peace Corps,Peace,2014,PDTX,Treatment,Peace
Uganda,Adult Care and Support,Dept. of State,32090,Dept. of State,DOS,2005,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,80000,Dept. of State,DOS,2006,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,96947,Dept. of State,DOS,2006,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,80000,Dept. of State,DOS,2007,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,108887,Dept. of State,DOS,2007,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,80000,Dept. of State,DOS,2008,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,0,Dept. of State,DOS,2008,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,40000,Dept. of State,DOS,2008,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,176629,Dept. of State,DOS,2009,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,0,Dept. of State,DOS,2009,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,0,Dept. of State,DOS,2009,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,0,Dept. of State,DOS,2010,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,175000,Dept. of State,DOS,2010,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,0,Dept. of State,DOS,2010,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,0,Dept. of State,DOS,2011,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,175000,Dept. of State,DOS,2011,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,0,Dept. of State,DOS,2011,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,26042,Dept. of State,DOS,2012,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,175000,Dept. of State,DOS,2012,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,5751,Dept. of State,DOS,2012,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,20501,Dept. of State,DOS,2013,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,225000,Dept. of State,DOS,2013,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of State,5751,Dept. of State,DOS,2013,HBHC,Care,DOS
Uganda,Adult Care and Support,Dept. of Defense,204000,Dept. of Defense,Defense,2005,HBHC,Care,Defense
Uganda,Adult Care and Support,Dept. of Defense,268999,Dept. of Defense,Defense,2006,HBHC,Care,Defense
Uganda,Adult Care and Support,Dept. of Defense,451000,Dept. of Defense,Defense,2007,HBHC,Care,Defense
Uganda,Adult Care and Support,Dept. of Defense,569000,Dept. of Defense,Defense,2008,HBHC,Care,Defense
Uganda,Adult Care and Support,Dept. of Defense,456800,Dept. of Defense,Defense,2009,HBHC,Care,Defense
Uganda,Adult Care and Support,Dept. of Defense,540000,Dept. of Defense,Defense,2010,HBHC,Care,Defense
Uganda,Adult Care and Support,Dept. of Defense,540000,Dept. of Defense,Defense,2011,HBHC,Care,Defense
Uganda,Adult Care and Support,Dept. of Defense,1244838,Dept. of Defense,Defense,2012,HBHC,Care,Defense
Uganda,Adult Care and Support,Dept. of Defense,1606753,Dept. of Defense,Defense,2013,HBHC,Care,Defense
Uganda,Orphans and Vulnerable Children,Dept. of State,247234,Dept. of State,DOS,2005,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,215734,Dept. of State,DOS,2006,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,65823,Dept. of State,DOS,2006,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,166000,Dept. of State,DOS,2007,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,103754,Dept. of State,DOS,2007,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,226000,Dept. of State,DOS,2008,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,0,Dept. of State,DOS,2008,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,52191,Dept. of State,DOS,2008,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,226000,Dept. of State,DOS,2009,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,0,Dept. of State,DOS,2009,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,52191,Dept. of State,DOS,2009,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,0,Dept. of State,DOS,2010,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,226000,Dept. of State,DOS,2010,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,52191,Dept. of State,DOS,2010,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,0,Dept. of State,DOS,2011,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,226000,Dept. of State,DOS,2011,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,52191,Dept. of State,DOS,2011,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,104169,Dept. of State,DOS,2012,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,226000,Dept. of State,DOS,2012,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,52191,Dept. of State,DOS,2012,HKID,Care,DOS
