"country","major_cost_category","program_area","year","expenditures","cost_category"
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2014,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2014,0,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2014,0,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2014,0,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2014,0,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2014,0,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2014,0,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2014,0,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2014,0,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2014,0,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2014,0,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2014,0,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2014,0,Program Management for SI
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2014,0,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2014,0,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2014,0,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2014,0,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2014,0,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2014,0,Program Management for HSS
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2014,0,Strategic Information for HSS
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2014,5479,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2014,3581,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2014,2275,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2014,10364,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2014,3442,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2014,2188,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2014,18246,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2014,1810,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2014,280,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2014,1223,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2014,99,Program Management for SI
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2014,2085,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2014,1622,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2014,0,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2014,927,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2014,49,Program Management for HSS
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2014,58,Strategic Information for HSS
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,28579,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,0,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,0,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,0,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,0,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,428931,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,9475,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,0,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,0,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,101408,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,1392,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,79682,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,94847,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,66568,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,5532,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,12349,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,116148,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,29462,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,3553,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,8553,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,22570,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,18372,Program Management for SI
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,23018,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,3996,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,10644,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,8133,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,84904,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,5510,Program Management for HSS
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2014,316,Strategic Information for HSS
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,25215,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,0,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,0,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,0,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,0,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,58862,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,66754,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,100522,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,0,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,218589,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,1353,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,89304,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,66323,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,42162,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,4560,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,13767,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,73806,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,3198,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,504,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,351,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,1556,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,99,Program Management for SI
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,2816,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,2000,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,6029,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,0,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,12421,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,1834,Program Management for HSS
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2014,159,Strategic Information for HSS
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2014,67516,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2014,540,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2014,0,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2014,4991,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2014,0,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2014,227475,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2014,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2014,2236,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2014,0,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2014,0,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2014,134537,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2014,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2014,4085,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2014,167092,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2014,30994,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2014,105618,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2014,8546,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2014,45115,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2014,123922,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2014,34775,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2014,5835,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2014,13554,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2014,15000,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2014,3187,Program Management for SI
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2014,23444,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2014,5551,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2014,16439,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2014,455,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2014,89908,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2014,3619,Program Management for HSS
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2014,299,Strategic Information for HSS
Uganda,Investment,Medication Assisted Therapy,2014,1506,Training (in-service)
Uganda,Investment,Medication Assisted Therapy,2014,0,Construction & renovation
Uganda,Investment,Medication Assisted Therapy,2014,0,Vehicles
Uganda,Investment,Medication Assisted Therapy,2014,0,Equipment and furniture
Uganda,Investment,Medication Assisted Therapy,2014,0,Other investment expenditures
Uganda,Recurrent,Medication Assisted Therapy,2014,2895,Personnel
Uganda,Recurrent,Medication Assisted Therapy,2014,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Medication Assisted Therapy,2014,0,Non-ARV drugs and reagents
Uganda,Recurrent,Medication Assisted Therapy,2014,0,HIV Test Kits
Uganda,Recurrent,Medication Assisted Therapy,2014,0,Condoms
Uganda,Recurrent,Medication Assisted Therapy,2014,232,Other supplies
Uganda,Recurrent,Medication Assisted Therapy,2014,0,Food Supplements
Uganda,Recurrent,Medication Assisted Therapy,2014,0,Building rental and Utilities
Uganda,Recurrent,Medication Assisted Therapy,2014,4633,Travel / Transport
Uganda,Recurrent,Medication Assisted Therapy,2014,2316,Other site recurrent expenditures
Uganda,Program Management,Medication Assisted Therapy,2014,34885,Personnel
Uganda,Program Management,Medication Assisted Therapy,2014,7016,Consultants (External)
Uganda,Program Management,Medication Assisted Therapy,2014,21724,Transport & Travel
Uganda,Program Management,Medication Assisted Therapy,2014,105529,Other General & Administrative
Uganda,Strategic Information,Medication Assisted Therapy,2014,191,Personnel
Uganda,Strategic Information,Medication Assisted Therapy,2014,0,Consultants (External)
Uganda,Strategic Information,Medication Assisted Therapy,2014,104,Transport & Travel
Uganda,Strategic Information,Medication Assisted Therapy,2014,52,Other General & Administrative
Uganda,Strategic Information,Medication Assisted Therapy,2014,14,Program Management for SI
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2014,205417,Personnel
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2014,0,Consultants (External)
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2014,45326,Transport & Travel
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2014,0,Construction & renovation
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2014,727017,Other General & Administrative
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2014,72384,Program Management for HSS
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2014,29,Strategic Information for HSS
Uganda,Recurrent,Surveillance,2014,294061,Personnel
Uganda,Recurrent,Surveillance,2014,1072,Consultants (External)
Uganda,Recurrent,Surveillance,2014,29323,Transport & Travel
Uganda,Recurrent,Surveillance,2014,351657,Other General & Administrative
Uganda,Program Management,Surveillance,2014,73929,Personnel
Uganda,Program Management,Surveillance,2014,8119,Consultants (External)
Uganda,Program Management,Surveillance,2014,16989,Transport & Travel
Uganda,Program Management,Surveillance,2014,169286,Other General & Administrative
Uganda,Health Systems Strengthening,Surveillance,2014,0,Personnel
Uganda,Health Systems Strengthening,Surveillance,2014,0,Consultants (External)
Uganda,Health Systems Strengthening,Surveillance,2014,0,Transport & Travel
Uganda,Health Systems Strengthening,Surveillance,2014,0,Construction & renovation
Uganda,Health Systems Strengthening,Surveillance,2014,0,Other General & Administrative
Uganda,Health Systems Strengthening,Surveillance,2014,0,Program Management for HSS
Uganda,Health Systems Strengthening,Surveillance,2014,0,Strategic Information for HSS
Uganda,Program Management to Strategic Information,Above site-level cross-cutting activities,2014,2497267,Other
Uganda,Program Management to Health Systems Strengthening,Above site-level cross-cutting activities,2014,3247370,Other
Uganda,Strategic Information to Health Systems Strengthening,Above site-level cross-cutting activities,2014,1553465,Other
Uganda,Health Systems Strengthening,Above site-level cross-cutting activities,2014,0,Other
Uganda,Health Systems Strengthening,Health Systems Strengthening for Strategic Information,2014,2291309,Personnel
Uganda,Health Systems Strengthening,Health Systems Strengthening for Strategic Information,2014,272798,Consultants (External)
Uganda,Health Systems Strengthening,Health Systems Strengthening for Strategic Information,2014,721237,Transport & Travel
Uganda,Health Systems Strengthening,Health Systems Strengthening for Strategic Information,2014,155383,Construction & renovation
Uganda,Health Systems Strengthening,Health Systems Strengthening for Strategic Information,2014,2383690,Other General & Administrative
Uganda,Health Systems Strengthening,Health Systems Strengthening for Strategic Information,2014,4408477,Program Management for HSS
Uganda,Health Systems Strengthening,Health Systems Strengthening for Strategic Information,2014,478968,Strategic Information for HSS
Uganda,Investment,"Facility-based Care, Treatment, and Support",2012,2449118,Training (in-service)
Uganda,Investment,"Facility-based Care, Treatment, and Support",2012,477832,Construction & renovation
Uganda,Investment,"Facility-based Care, Treatment, and Support",2012,160067,Vehicles
Uganda,Investment,"Facility-based Care, Treatment, and Support",2012,275559,Equipment and furniture
Uganda,Investment,"Facility-based Care, Treatment, and Support",2012,46000,Other investment expenditures
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2012,9356278,Personnel
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2012,20930808,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2012,3987617,Non-ARV drugs and reagents
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2012,159301,HIV Test Kits
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2012,90725,Condoms
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2012,3722283,Other supplies
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2012,328228,Food Supplements
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2012,900029,Building rental and Utilities
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2012,970003,Travel / Transport
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2012,1837471,Other site recurrent expenditures
Uganda,Program Management,"Facility-based Care, Treatment, and Support",2012,6689816,Personnel
Uganda,Program Management,"Facility-based Care, Treatment, and Support",2012,96717,Consultants (External)
Uganda,Program Management,"Facility-based Care, Treatment, and Support",2012,298342,Transport & Travel
Uganda,Program Management,"Facility-based Care, Treatment, and Support",2012,4048245,Other General & Administrative
Uganda,Strategic Information,"Facility-based Care, Treatment, and Support",2012,378621,Personnel
Uganda,Strategic Information,"Facility-based Care, Treatment, and Support",2012,34449,Consultants (External)
Uganda,Strategic Information,"Facility-based Care, Treatment, and Support",2012,134246,Transport & Travel
Uganda,Strategic Information,"Facility-based Care, Treatment, and Support",2012,502047,Other General & Administrative
Uganda,Health Systems Strengthening,"Facility-based Care, Treatment, and Support",2012,725704,Personnel
Uganda,Health Systems Strengthening,"Facility-based Care, Treatment, and Support",2012,104768,Consultants (External)
Uganda,Health Systems Strengthening,"Facility-based Care, Treatment, and Support",2012,310829,Transport & Travel
Uganda,Health Systems Strengthening,"Facility-based Care, Treatment, and Support",2012,319016,Construction & renovation
Uganda,Health Systems Strengthening,"Facility-based Care, Treatment, and Support",2012,477262,Other General & Administrative
Uganda,Investment,"Community-based Care, Treatment, and Support",2012,318577,Training (in-service)
Uganda,Investment,"Community-based Care, Treatment, and Support",2012,3995,Construction & renovation
Uganda,Investment,"Community-based Care, Treatment, and Support",2012,13760,Vehicles
Uganda,Investment,"Community-based Care, Treatment, and Support",2012,34211,Equipment and furniture
Uganda,Investment,"Community-based Care, Treatment, and Support",2012,27131,Other investment expenditures
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2012,3514356,Personnel
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2012,3891779,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2012,720933,Non-ARV drugs and reagents
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2012,14925,HIV Test Kits
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2012,6879,Condoms
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2012,533524,Other supplies
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2012,0,Food Supplements
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2012,41296,Building rental and Utilities
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2012,989210,Travel / Transport
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2012,750971,Other site recurrent expenditures
Uganda,Program Management,"Community-based Care, Treatment, and Support",2012,1125718,Personnel
Uganda,Program Management,"Community-based Care, Treatment, and Support",2012,31167,Consultants (External)
Uganda,Program Management,"Community-based Care, Treatment, and Support",2012,165874,Transport & Travel
Uganda,Program Management,"Community-based Care, Treatment, and Support",2012,865043,Other General & Administrative
Uganda,Strategic Information,"Community-based Care, Treatment, and Support",2012,279099,Personnel
Uganda,Strategic Information,"Community-based Care, Treatment, and Support",2012,5230,Consultants (External)
Uganda,Strategic Information,"Community-based Care, Treatment, and Support",2012,82615,Transport & Travel
Uganda,Strategic Information,"Community-based Care, Treatment, and Support",2012,256179,Other General & Administrative
Uganda,Health Systems Strengthening,"Community-based Care, Treatment, and Support",2012,217260,Personnel
Uganda,Health Systems Strengthening,"Community-based Care, Treatment, and Support",2012,17299,Consultants (External)
Uganda,Health Systems Strengthening,"Community-based Care, Treatment, and Support",2012,188047,Transport & Travel
Uganda,Health Systems Strengthening,"Community-based Care, Treatment, and Support",2012,319775,Construction & renovation
Uganda,Health Systems Strengthening,"Community-based Care, Treatment, and Support",2012,233786,Other General & Administrative
Uganda,Investment,Preventing Mother-to-Child Transmission,2012,1563471,Training (in-service)
Uganda,Investment,Preventing Mother-to-Child Transmission,2012,21962,Construction & renovation
Uganda,Investment,Preventing Mother-to-Child Transmission,2012,11332,Vehicles
Uganda,Investment,Preventing Mother-to-Child Transmission,2012,114338,Equipment and furniture
Uganda,Investment,Preventing Mother-to-Child Transmission,2012,8851,Other investment expenditures
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2012,3206493,Personnel
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2012,3338076,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2012,234056,Non-ARV drugs and reagents
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2012,2729546,HIV Test Kits
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2012,0,Condoms
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2012,4657456,Other supplies
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2012,39774,Food Supplements
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2012,429120,Building rental and Utilities
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2012,404187,Travel / Transport
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2012,1587331,Other site recurrent expenditures
Uganda,Program Management,Preventing Mother-to-Child Transmission,2012,839069,Personnel
Uganda,Program Management,Preventing Mother-to-Child Transmission,2012,28565,Consultants (External)
Uganda,Program Management,Preventing Mother-to-Child Transmission,2012,149114,Transport & Travel
Uganda,Program Management,Preventing Mother-to-Child Transmission,2012,806404,Other General & Administrative
Uganda,Strategic Information,Preventing Mother-to-Child Transmission,2012,189964,Personnel
Uganda,Strategic Information,Preventing Mother-to-Child Transmission,2012,20661,Consultants (External)
Uganda,Strategic Information,Preventing Mother-to-Child Transmission,2012,88668,Transport & Travel
Uganda,Strategic Information,Preventing Mother-to-Child Transmission,2012,139450,Other General & Administrative
Uganda,Health Systems Strengthening,Preventing Mother-to-Child Transmission,2012,337935,Personnel
Uganda,Health Systems Strengthening,Preventing Mother-to-Child Transmission,2012,12831,Consultants (External)
Uganda,Health Systems Strengthening,Preventing Mother-to-Child Transmission,2012,116576,Transport & Travel
Uganda,Health Systems Strengthening,Preventing Mother-to-Child Transmission,2012,76771,Construction & renovation
Uganda,Health Systems Strengthening,Preventing Mother-to-Child Transmission,2012,258423,Other General & Administrative
Uganda,Investment,Voluntary Medical Male Circumcision,2012,389165,Training (in-service)
Uganda,Investment,Voluntary Medical Male Circumcision,2012,107792,Construction & renovation
Uganda,Investment,Voluntary Medical Male Circumcision,2012,135002,Vehicles
Uganda,Investment,Voluntary Medical Male Circumcision,2012,510085,Equipment and furniture
Uganda,Investment,Voluntary Medical Male Circumcision,2012,26350,Other investment expenditures
Uganda,Recurrent,Voluntary Medical Male Circumcision,2012,2835500,Personnel
Uganda,Recurrent,Voluntary Medical Male Circumcision,2012,18702,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Voluntary Medical Male Circumcision,2012,977953,Non-ARV drugs and reagents
Uganda,Recurrent,Voluntary Medical Male Circumcision,2012,419786,HIV Test Kits
Uganda,Recurrent,Voluntary Medical Male Circumcision,2012,33157,Condoms
Uganda,Recurrent,Voluntary Medical Male Circumcision,2012,4440906,Other supplies
Uganda,Recurrent,Voluntary Medical Male Circumcision,2012,0,Food Supplements
Uganda,Recurrent,Voluntary Medical Male Circumcision,2012,201617,Building rental and Utilities
Uganda,Recurrent,Voluntary Medical Male Circumcision,2012,727027,Travel / Transport
Uganda,Recurrent,Voluntary Medical Male Circumcision,2012,294886,Other site recurrent expenditures
Uganda,Program Management,Voluntary Medical Male Circumcision,2012,1651384,Personnel
Uganda,Program Management,Voluntary Medical Male Circumcision,2012,40392,Consultants (External)
Uganda,Program Management,Voluntary Medical Male Circumcision,2012,274336,Transport & Travel
Uganda,Program Management,Voluntary Medical Male Circumcision,2012,1098973,Other General & Administrative
Uganda,Strategic Information,Voluntary Medical Male Circumcision,2012,167986,Personnel
